address,city,state,zipcode,property_type,square_footage,lot_size,num_rooms,num_bedrooms,num_baths,year_built,last_sale_amount,last_sale_date,estimated_value
3434 W Floyd Ave,Denver,CO,80236,Single Family Residence,1875,10795.00,8,3,2.000,1985,42500,1993-10-01,559769
2316 Dexter St,Denver,CO,80207,Single Family Residence,1391,5176.00,5,2,2.000,1920,499000,2014-04-28,726659
19200 E Scott Pl,Denver,CO,80249,Single Family Residence,1808,6610.00,7,3,2.000,1985,102000,1999-01-26,293155
3350 Newport St,Denver,CO,80207,Single Family Residence,753,6250.00,4,2,2.000,1951,162900,2011-12-20,354770
1190 Xenia St,Denver,CO,80220,Single Family Residence,600,6250.00,4,2,1.000,1951,99900,2009-12-31,240423
2708 S Eaton Way,Denver,CO,80227,Single Family Residence,1473,9920.00,5,2,2.000,1964,92500,1990-08-01,347575
620 N Humboldt St,Denver,CO,80218,Single Family Residence,1068,5620.00,5,2,2.000,1924,81000,1983-01-01,714070
4600 Quitman St,Denver,CO,80212,Single Family Residence,1239,6250.00,6,4,2.000,1946,52900,1978-07-01,447379
5105 Orleans Ct,Denver,CO,80249,Single Family Residence,3192,7017.00,9,4,3.000,2003,270960,2003-11-18,348202
2345 Holly St,Denver,CO,80207,Single Family Residence,824,6250.00,5,2,1.000,1926,58000,1989-09-29,450677
3315 S Elmira Ct,Denver,CO,80231,Single Family Residence,1994,11600.00,7,4,3.000,1962,270000,2012-12-17,388936
567 S York St,Denver,CO,80209,Single Family Residence,1324,6240.00,6,3,2.000,1928,116500,1991-09-10,706476
3088 S Race St,Denver,CO,80210,Single Family Residence,1935,10000.00,7,3,2.000,1955,360000,2008-02-29,630127
1238 Tamarac St,Denver,CO,80220,Single Family Residence,709,7280.00,4,2,1.000,1942,142900,2001-03-19,255265
13064 Lackland Dr,Denver,CO,80239,Single Family Residence,863,6600.00,4,2,1.000,1970,35048,1988-07-01,237718
30 S Eudora St,Denver,CO,80246,Single Family Residence,2741,12600.00,8,3,4.000,1941,1215000,2014-08-13,1545332
1535 Ivanhoe St,Denver,CO,80220,Single Family Residence,1229,5850.00,6,3,2.000,1932,409000,2014-10-16,660116
4973 Ursula St,Denver,CO,80239,Single Family Residence,1642,7500.00,5,2,2.000,1971,0,2008-08-07,256269
7184 E 2nd Ave,Denver,CO,80220,Single Family Residence,2037,5483.00,9,4,4.000,2004,481000,2011-06-20,781754
3909 Perry St,Denver,CO,80212,Single Family Residence,875,4760.00,5,2,2.000,1932,310000,2011-04-29,504980
4546 Batavia Pl,Denver,CO,80220,Single Family Residence,1008,4800.00,5,2,2.000,1927,385000,2013-03-07,584059
3242 S Fairfax St,Denver,CO,80222,Single Family Residence,1248,7440.00,5,3,1.000,1952,302500,2016-08-05,334088
777 S Canosa Ct,Denver,CO,80219,Single Family Residence,748,6250.00,6,2,2.000,1950,112000,2012-02-16,276591
3720 Perry St,Denver,CO,80212,Single Family Residence,1001,4690.00,5,2,2.000,1940,59000,1991-05-01,511595
926 Osceola St,Denver,CO,80204,Single Family Residence,1152,6248.00,6,4,2.000,1991,48100,1993-06-18,242055
2935 S Pierce St,Denver,CO,80227,Single Family Residence,2469,8800.00,7,3,3.000,1967,245000,2013-07-02,354550
2979 S Detroit Way,Denver,CO,80210,Single Family Residence,1907,9310.00,7,4,3.000,1959,212500,1996-01-31,723915
3516 N Humboldt St,Denver,CO,80205,Single Family Residence,780,3130.00,5,2,1.000,1888,185000,2010-10-01,356361
274 S Zenobia St,Denver,CO,80219,Single Family Residence,1062,6000.00,5,3,1.000,1954,102750,2012-10-31,262163
4723 Gaylord St,Denver,CO,80216,Single Family Residence,795,2930.00,5,2,1.000,1892,0,2008-06-24,193123
3665 Akron St,Denver,CO,80238,Single Family Residence,1541,2386.00,6,3,4.000,2010,283655,2010-08-25,466469
454 N Pennsylvania St,Denver,CO,80203,Single Family Residence,1200,4170.00,6,3,3.000,1916,596500,2016-07-13,623105
4460 Dillon St,Denver,CO,80239,Single Family Residence,1252,8900.00,5,3,2.000,1980,81360,1998-06-19,253147
2681 S Linley Ct,Denver,CO,80219,Single Family Residence,1504,6590.00,7,4,2.000,1954,104425,2010-04-28,284098
2600 Magnolia St,Denver,CO,80207,Single Family Residence,956,7810.00,5,2,1.000,1947,28000,1975-11-01,330139
1952 S Michigan Way,Denver,CO,80219,Single Family Residence,1096,8190.00,6,3,2.000,1955,265000,2015-04-22,345744
1660 Monaco Pkwy,Denver,CO,80220,Single Family Residence,4197,14000.00,9,4,4.000,1937,620000,2009-03-09,1110265
3851 E Dartmouth Ave,Denver,CO,80210,Single Family Residence,2022,11520.00,6,3,4.000,1954,504000,2010-06-29,658205
4343 Ames St,Denver,CO,80212,Single Family Residence,648,6650.00,0,3,1.000,1927,244500,2014-06-06,346607
2716 Akron St,Denver,CO,80238,Single Family Residence,1612,3840.00,6,3,3.000,2003,270420,2003-12-15,456099
4565 E Mexico Ave # 17,Denver,CO,80222,Single Family Residence,2200,4050.00,7,2,4.000,1988,355000,2004-09-20,497632
100 Hudson St,Denver,CO,80220,Single Family Residence,3188,6250.00,8,4,4.000,1953,766500,2007-03-21,1022426
4700 Sherman St,Denver,CO,80216,Single Family Residence,790,6250.00,4,1,1.000,1942,0,1994-03-16,208476
1133 S Madison St,Denver,CO,80210,Single Family Residence,848,6250.00,5,2,1.000,1941,56500,1979-03-01,427109
3333 E Florida Ave # 100,Denver,CO,80210,Single Family Residence,1542,4550.00,6,2,2.000,1983,190800,1983-02-01,506671
71 Oneida Ct,Denver,CO,80230,Single Family Residence,2030,3779.00,6,3,4.000,2015,690242,2016-03-29,766916
3325 W 21st Ave,Denver,CO,80211,Single Family Residence,1109,7490.00,5,2,2.000,1947,0,1995-02-21,561074
961 S Vrain St,Denver,CO,80219,Single Family Residence,654,12500.00,3,1,1.000,1938,53000,2012-12-14,195255
737 Detroit St,Denver,CO,80206,Single Family Residence,3534,7250.00,10,4,4.000,1914,105000,1995-11-01,1577064
2561 W 56th Ave,Denver,CO,80221,Single Family Residence,1353,8607.00,7,4,2.000,1957,135111,2012-09-04,287111
7142 Kalamath St,Denver,CO,80221,Single Family Residence,1144,7300.00,5,3,2.000,1958,184000,2006-11-03,266439
9113 E Evans Way,Denver,CO,80231,Single Family Residence,1775,13896.00,0,2,3.000,1965,270300,1999-03-23,481918
1112 S Adams St,Denver,CO,80210,Single Family Residence,996,6250.00,5,2,1.000,1942,387500,2015-06-18,532434
2896 S High St,Denver,CO,80210,Single Family Residence,1366,6300.00,6,3,1.000,1953,102000,1993-09-01,386160
329 S Emerson St,Denver,CO,80209,Single Family Residence,1418,4630.00,5,2,3.000,1903,582500,2015-06-01,765205
20951 Randolph Pl,Denver,CO,80249,Single Family Residence,1731,4000.00,6,4,4.000,2012,206200,2012-10-12,303594
3429 W Exposition Ave,Denver,CO,80219,Single Family Residence,1022,9970.00,5,3,1.000,1946,89100,2010-04-16,240777
4287 W Kenyon Ave,Denver,CO,80236,Single Family Residence,1348,4651.00,5,3,2.000,1999,156200,1999-12-02,294516
5185 E Missouri Ave,Denver,CO,80246,Single Family Residence,1051,7980.00,4,2,2.000,1952,238500,2007-06-28,377737
5115 Quitman St,Denver,CO,80212,Single Family Residence,2823,9970.00,10,3,3.000,1954,564500,2015-06-17,774469
2893 S Vrain St,Denver,CO,80236,Single Family Residence,1145,8250.00,6,3,2.000,1955,110500,2006-03-28,322347
3232 Galena St,Denver,CO,80238,Single Family Residence,2180,3600.00,7,3,3.000,2010,472500,2013-04-18,586097
12395 E 54th Avenue Dr,Denver,CO,80239,Single Family Residence,1714,8000.00,6,3,2.000,1968,114900,1997-10-31,265661
2186 S Galapago St,Denver,CO,80223,Single Family Residence,767,6250.00,3,1,1.000,1910,87000,2004-01-12,260523
5181 Steele St,Denver,CO,80216,Single Family Residence,680,6350.00,4,2,1.000,1940,42000,1997-06-01,207055
3040 S Vine St,Denver,CO,80210,Single Family Residence,2313,8520.00,10,5,4.000,1966,370000,2003-10-20,694544
2545 Ash St,Denver,CO,80207,Single Family Residence,2053,5950.00,8,4,3.000,1909,346000,2001-02-23,678202
2535 N Marion St,Denver,CO,80205,Single Family Residence,1826,4720.00,7,3,2.000,1900,23000,1977-12-01,552344
1908 Clermont St,Denver,CO,80220,Single Family Residence,2051,4710.00,7,3,3.000,1926,429900,2009-07-21,809532
750 Monroe St,Denver,CO,80206,Single Family Residence,1000,4460.00,5,2,2.000,1924,485000,2013-09-25,708620
3500 W Arizona Ave,Denver,CO,80219,Single Family Residence,1369,6680.00,6,3,1.000,1954,58000,1995-01-30,258356
4100 Eliot St,Denver,CO,80211,Single Family Residence,1013,6250.00,5,2,2.000,1925,332000,2013-03-29,458611
1581 S Zuni St,Denver,CO,80223,Single Family Residence,807,6850.00,4,2,2.000,1954,147000,2011-05-13,296322
2710 N York St,Denver,CO,80205,Single Family Residence,1185,5550.00,5,2,2.000,1910,422500,2014-06-30,533202
4670 Argonne St,Denver,CO,80249,Single Family Residence,1636,6780.00,6,4,2.000,1983,215000,2014-11-12,298275
4816 Meade St,Denver,CO,80221,Single Family Residence,1000,4690.00,4,2,1.000,1954,365000,2016-08-01,362430
2935 Olive St,Denver,CO,80207,Single Family Residence,1123,7120.00,6,3,1.000,1951,173000,2008-02-27,333436
8160 E 32nd Ave,Denver,CO,80238,Single Family Residence,2738,6320.00,6,4,4.000,2012,565429,2012-10-11,713555
144 N Downing St,Denver,CO,80218,Single Family Residence,3217,9370.00,10,4,5.000,1923,1400000,2005-08-23,2088274
127 N Lafayette St,Denver,CO,80218,Single Family Residence,2824,6250.00,6,3,4.000,1921,1032500,2014-06-20,1435599
4414 Andes St,Denver,CO,80249,Single Family Residence,1519,2975.00,7,2,2.000,2002,159460,2003-05-21,264174
3638 N Josephine St,Denver,CO,80205,Single Family Residence,1050,4690.00,6,2,1.000,1929,168746,2006-09-22,342163
135 Niagara St,Denver,CO,80220,Single Family Residence,1033,6640.00,4,2,1.000,1948,270000,2013-07-30,374161
3691 W Wagon Trail Dr,Denver,CO,80123,Single Family Residence,1298,9240.00,6,3,2.000,1960,115000,1997-06-01,334620
1941 S Lowell Blvd,Denver,CO,80219,Single Family Residence,1096,6590.00,6,3,2.000,1955,180000,2004-11-23,292028
3954 Shoshone St,Denver,CO,80211,Single Family Residence,1892,6250.00,4,2,2.000,1949,71000,1987-01-01,514661
1579 S Forest St,Denver,CO,80222,Single Family Residence,1263,7910.00,6,3,2.000,1955,236874,2005-09-20,442596
14085 E 54th Ave,Denver,CO,80239,Single Family Residence,2647,8470.00,9,4,3.000,1974,98000,2010-09-09,308298
1325 S Sherman St,Denver,CO,80210,Single Family Residence,775,3120.00,5,2,1.000,1910,220000,2005-08-02,381950
3518 W 49th Ave,Denver,CO,80221,Single Family Residence,1196,6250.00,6,2,2.000,1906,133700,1999-08-04,375592
5194 Saint Paul St,Denver,CO,80216,Single Family Residence,711,6350.00,4,2,1.000,1936,40000,2008-12-31,209175
5086 Duluth Ct,Denver,CO,80239,Single Family Residence,1280,5928.00,6,3,2.000,1999,205000,2014-10-07,294516
4121 Irving St,Denver,CO,80211,Single Family Residence,1159,6250.00,5,2,2.000,1922,469900,2013-08-07,621597
14945 E 50th Pl,Denver,CO,80239,Single Family Residence,2302,6515.00,8,4,3.000,1999,170000,2010-04-20,331353
1290 Wabash St,Denver,CO,80220,Single Family Residence,911,6250.00,5,2,2.000,1945,153500,2013-06-18,267628
2831 Clinton Way,Denver,CO,80238,Single Family Residence,2851,7479.00,8,4,4.000,2004,551580,2005-05-23,753229
4501 W Yale Ave,Denver,CO,80219,Single Family Residence,2036,11900.00,9,4,3.000,1973,193000,2010-11-02,381446
674 N Franklin St,Denver,CO,80218,Single Family Residence,2429,6870.00,8,4,3.000,1908,350000,1996-07-01,987473
661 Stuart St,Denver,CO,80204,Single Family Residence,600,5960.00,4,2,2.000,1949,220000,2016-03-21,235181
928 S High St,Denver,CO,80209,Single Family Residence,2976,6300.00,8,4,3.000,1919,430000,1997-04-01,1414972
1218 S High St,Denver,CO,80210,Single Family Residence,2271,6300.00,8,3,3.000,1907,156500,1992-08-01,839295
3229 S Detroit St,Denver,CO,80210,Single Family Residence,2136,9150.00,7,3,3.000,1957,475000,2011-11-17,766724
2521 S Monaco Pkwy,Denver,CO,80222,Single Family Residence,1569,10530.00,7,3,3.000,1972,85000,1992-08-11,418837
1557 W Dakota Ave,Denver,CO,80223,Single Family Residence,616,6250.00,4,2,2.000,1925,134000,2012-06-19,277987
3257 S Geneva St,Denver,CO,80231,Single Family Residence,2181,10000.00,8,4,3.000,1969,114000,1987-04-01,403774
4924 Wheeling St,Denver,CO,80239,Single Family Residence,1333,7590.00,5,3,3.000,1972,69500,1980-10-01,264604
850 Gaylord St,Denver,CO,80206,Single Family Residence,3623,9370.00,11,6,3.000,1923,389800,1989-02-09,1421090
400 Jasmine St,Denver,CO,80220,Single Family Residence,2380,8930.00,7,3,3.000,1940,298000,1996-05-01,1010632
3069 S Leyden St,Denver,CO,80222,Single Family Residence,1264,8712.00,0,3,3.000,1962,123500,1993-02-24,427199
1658 W Kentucky Ave,Denver,CO,80223,Single Family Residence,1072,7200.00,4,2,1.000,1953,53000,1989-10-04,260520
5228 Andes Way,Denver,CO,80249,Single Family Residence,1988,3121.00,7,4,3.000,2014,230100,2014-07-07,308234
919 Santa Fe Dr,Denver,CO,80204,Single Family Residence,3419,1626.00,6,3,2.000,2001,1016800,2015-08-11,1045350
1461 Raleigh St,Denver,CO,80204,Single Family Residence,1196,6250.00,5,2,2.000,1924,505000,2016-05-12,411030
3841 N Colorado Blvd,Denver,CO,80205,Single Family Residence,940,7290.00,5,3,1.000,1951,7500,1991-01-01,265539
1017 E 26th Ave,Denver,CO,80205,Single Family Residence,1327,1950.00,5,2,2.000,1887,348000,2014-05-06,454196
2322 Monaco Pkwy,Denver,CO,80207,Single Family Residence,1844,9750.00,7,4,3.000,1950,455000,2014-06-05,546615
2363 Ivy St,Denver,CO,80207,Single Family Residence,1025,6250.00,5,2,1.000,1925,0,1992-06-02,469835
2120 Pontiac St,Denver,CO,80207,Single Family Residence,764,7150.00,4,2,1.000,1950,190000,2004-04-05,298211
3564 Kearney St,Denver,CO,80207,Single Family Residence,1008,6410.00,6,3,1.000,1954,50600,1966-04-14,340952
252 S Washington St,Denver,CO,80209,Single Family Residence,1100,4370.00,5,2,1.000,1896,84244,1985-07-01,447123
635 S Pearl St,Denver,CO,80209,Single Family Residence,2052,4690.00,8,4,3.000,1900,695000,2016-05-31,788596
486 S Corona St,Denver,CO,80209,Single Family Residence,1156,4280.00,5,2,2.000,1913,0,2014-11-24,710047
1538 S Vine St,Denver,CO,80210,Single Family Residence,1080,6350.00,5,2,2.000,1955,316000,2010-11-18,648245
2369 S Ogden St,Denver,CO,80210,Single Family Residence,883,6250.00,5,2,2.000,1941,185500,1999-11-29,441592
2683 Java Ct,Denver,CO,80211,Single Family Residence,822,4760.00,5,2,2.000,1930,342500,2011-10-03,571147
1811 W Chaffee Pl,Denver,CO,80211,Single Family Residence,1255,5500.00,6,3,1.000,1946,53000,1994-09-21,309104
4137 Xavier St,Denver,CO,80212,Single Family Residence,780,6640.00,4,2,2.000,1911,310000,2012-09-14,489929
4720 High St,Denver,CO,80216,Single Family Residence,1104,8550.00,4,2,1.000,1902,35000,2009-05-26,220725
629 N Humboldt St,Denver,CO,80218,Single Family Residence,2348,6250.00,8,3,4.000,1906,705000,2008-10-13,930661
3468 W Gill Pl,Denver,CO,80219,Single Family Residence,497,6650.00,3,1,1.000,1942,90000,2013-11-08,181619
1856 S Julian St,Denver,CO,80219,Single Family Residence,1563,10100.00,6,3,2.000,1955,125929,2012-11-06,280991
2545 S Hazel Ct,Denver,CO,80219,Single Family Residence,838,6000.00,4,2,1.000,1952,118000,2013-06-27,239609
1011 S Decatur St,Denver,CO,80219,Single Family Residence,972,6890.00,9,3,2.000,1960,116500,2009-10-14,260980
3142 W Custer Pl,Denver,CO,80219,Single Family Residence,1210,9970.00,5,2,1.000,1939,18000,1995-06-22,222874
2231 S Quitman Way,Denver,CO,80219,Single Family Residence,1256,7360.00,4,2,2.000,1955,210000,2002-10-16,315282
4655 W 2nd Ave,Denver,CO,80219,Single Family Residence,836,7409.00,5,3,1.000,1954,0,2016-02-16,230870
1817 S Tennyson St,Denver,CO,80219,Single Family Residence,1101,6000.00,6,4,2.000,1955,105000,1998-07-23,269200
401 Eudora St,Denver,CO,80220,Single Family Residence,2602,6430.00,7,4,3.000,1937,810422,2012-12-17,1154532
80 Eudora St,Denver,CO,80220,Single Family Residence,2873,8500.00,7,4,5.000,1940,1276000,2014-08-07,1752196
1280 Ivy St,Denver,CO,80220,Single Family Residence,1389,6250.00,6,4,2.000,1951,73000,1993-03-01,447285
7211 Raritan St,Denver,CO,80221,Single Family Residence,850,6000.00,4,2,2.000,1956,0,2008-08-08,246360
3360 S Ash St,Denver,CO,80222,Single Family Residence,2312,10000.00,6,3,3.000,1954,525750,2015-11-05,567516
6371 E Eastman Ave,Denver,CO,80222,Single Family Residence,2328,9322.00,0,4,3.000,1966,154800,1988-04-29,507652
3340 S Eudora St,Denver,CO,80222,Single Family Residence,954,8040.00,5,2,1.000,1952,211000,2012-01-27,323564
1261 S Quieto Way,Denver,CO,80223,Single Family Residence,1003,6120.00,5,3,1.000,1954,158000,2000-12-20,251097
2241 W Center Ave,Denver,CO,80223,Single Family Residence,1920,7200.00,7,5,2.000,1951,180000,2013-06-20,316694
1575 S Quivas St,Denver,CO,80223,Single Family Residence,742,6110.00,4,2,1.000,1953,57000,2009-02-10,238269
1427 W Cedar Ave,Denver,CO,80223,Single Family Residence,1096,6250.00,10,5,2.000,1966,225000,2001-09-13,293431
1380 W Virginia Ave,Denver,CO,80223,Single Family Residence,744,6250.00,4,2,1.000,1954,137900,2001-05-09,238237
2286 S Acoma St,Denver,CO,80223,Single Family Residence,1185,5000.00,5,2,3.000,1909,250000,2012-06-26,430905
1731 S Krameria Way,Denver,CO,80224,Single Family Residence,1263,7440.00,6,3,3.000,1957,299000,2005-06-20,478181
9142 E Harvard Ave,Denver,CO,80231,Single Family Residence,3611,7405.00,0,3,4.000,2004,1135000,2015-08-18,1638946
9255 E Vassar Ave,Denver,CO,80231,Single Family Residence,2493,9583.00,0,1,.000,2012,1230000,2016-05-10,1271882
3632 S Ingalls St,Denver,CO,80235,Single Family Residence,1946,9267.00,6,3,4.000,1976,365000,2015-10-23,386067
3815 S Gray St,Denver,CO,80235,Single Family Residence,1906,9440.00,6,3,3.000,1970,275500,2009-04-30,415128
2708 S Xavier St,Denver,CO,80236,Single Family Residence,1145,9900.00,6,3,2.000,1955,217000,2003-11-10,316430
2805 W Floyd Ave,Denver,CO,80236,Single Family Residence,1031,9640.00,4,2,1.000,1947,45101,2008-08-13,251136
8100 E Princeton Ave,Denver,CO,80237,Single Family Residence,1913,10300.00,6,4,2.000,1971,277500,2012-11-27,395350
4126 S Reading Way,Denver,CO,80237,Single Family Residence,1561,8250.00,7,3,3.000,1972,345000,2013-06-07,485198
3922 S Quebec St,Denver,CO,80237,Single Family Residence,1918,8300.00,8,4,3.000,1972,249900,2001-08-06,523775
2785 Emporia St,Denver,CO,80238,Single Family Residence,2968,3780.00,9,3,4.000,2005,535060,2006-02-27,786338
5100 Quentin St,Denver,CO,80239,Single Family Residence,1288,8500.00,5,3,3.000,1967,160000,2013-06-21,288019
5539 Hannibal St,Denver,CO,80239,Single Family Residence,1911,5517.00,8,4,3.000,2001,165000,2008-10-01,314416
15155 E 46th Ave,Denver,CO,80239,Single Family Residence,1904,9220.00,7,3,3.000,1979,140000,2011-08-04,289157
5089 Joplin Ct,Denver,CO,80239,Single Family Residence,1164,5871.00,6,3,2.000,2000,111500,2008-11-05,242994
655 S Glencoe St,Denver,CO,80246,Single Family Residence,2061,6110.00,7,4,2.000,1966,255000,2005-06-28,432692
1125 S Dahlia St,Denver,CO,80246,Single Family Residence,1171,5010.00,6,3,3.000,1983,96600,1983-08-01,418388
4331 Nepal St,Denver,CO,80249,Single Family Residence,1418,4298.00,6,3,2.000,1989,276000,2016-04-13,267409
4685 Ceylon Ct,Denver,CO,80249,Single Family Residence,1636,7400.00,6,4,2.000,1983,303000,2016-05-12,296884
20635 E 49th Ave,Denver,CO,80249,Single Family Residence,2994,8261.00,9,3,3.000,2001,344000,2002-03-12,401038
20000 Mitchell Pl # 72,Denver,CO,80249,Single Family Residence,1723,3625.00,6,3,3.000,2002,250000,2015-08-18,283457
21103 E 42nd Ave,Denver,CO,80249,Single Family Residence,1150,4514.00,6,3,3.000,1987,183500,2013-09-11,262734
4308 Cathay St,Denver,CO,80249,Single Family Residence,2938,6000.00,7,3,3.000,1998,340000,2015-06-17,377140
2309 W Moffat Pl,Denver,CO,80221,Single Family Residence,904,10440.00,4,2,1.000,1953,151150,2002-06-18,229621
310 Eudora St,Denver,CO,80220,Single Family Residence,2986,6620.00,9,3,3.000,1991,389000,1993-04-01,1243751
1927 S Washington St,Denver,CO,80210,Single Family Residence,1292,4690.00,5,2,3.000,1926,65500,1987-05-14,596927
2740 S Reed St,Denver,CO,80227,Single Family Residence,1784,8710.00,8,4,2.000,1968,92800,1976-03-11,335295
1516 S Elm St,Denver,CO,80222,Single Family Residence,1156,6540.00,6,3,2.000,1956,57000,1978-05-01,401590
8200 E 6th Ave,Denver,CO,80230,Single Family Residence,4493,9240.00,8,4,5.000,2006,1400000,2007-04-02,1809402
1100 S Williams St,Denver,CO,80210,Single Family Residence,1030,6300.00,5,2,2.000,1951,285000,1998-11-04,774518
1324 Fillmore St,Denver,CO,80206,Single Family Residence,1796,4960.00,7,4,3.000,1912,145000,1995-10-09,691674
